Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,AH,RH_type,id
2004-09-03,13:00:00,-200.0,1047.5,-200,11.193571577698146,1021.25,-200.0,698.0,-200.0,1570.0,846.25,35.074999809265,1.2884311188982123,Dry,4244
2004-09-03,14:00:00,-200.0,1053.5,-200,11.60294063640094,1035.75,-200.0,696.75,-200.0,1584.5,830.25,35.724999427795,1.2764598641533071,Dry,4245
2004-09-03,15:00:00,-200.0,1104.25,-200,13.544795293426322,1101.75,-200.0,669.75,-200.0,1608.75,1480.0,37.625,1.253409118356083,Dry,4246
2004-09-03,16:00:00,-200.0,1129.75,-200,13.880823989502026,1112.75,-200.0,673.75,-200.0,1622.75,1126.75,38.799999237061,1.1979420952791355,Dry,4247
2004-09-03,17:00:00,4.6,1228.75,-200,21.896708709617993,1348.25,-200.0,564.5,-200.0,1829.75,1445.0,39.275000572205,1.113777540681372,Dry,4248
2004-09-03,18:00:00,4.3,1347.25,-200,23.151672720669385,1381.5,-200.0,528.5,-200.0,1961.0,1542.5,37.049999237061,1.4639020059526537,Dry,4249
2004-09-03,19:00:00,4.9,1424.25,-200,24.534115984482188,1417.25,-200.0,487.5,-200.0,2091.5,1674.0,33.224999427795,1.5094646230986202,Ideal,4250
2004-09-03,20:00:00,4.0,1305.25,-200,16.256486172925445,1187.5,-200.0,545.75,-200.0,1843.25,1523.5,31.000000476837,1.4619816954935012,Ideal,4251
2004-09-03,21:00:00,2.6,1179.75,-200,13.129706743219696,1088.0,-200.0,618.5,-200.0,1662.0,1339.0,29.52499961853,1.3561984232625857,Ideal,4252
2004-09-03,22:00:00,1.3,1029.0,-200,8.1112075194409,903.75,-200.0,708.5,-200.0,1459.75,991.5,29.050000190735,1.4502035682162073,Ideal,4253
2004-09-03,23:00:00,1.5,1080.0,-200,8.060397725174244,901.66666666667,-200.0,701.66666666667,-200.0,1516.0,1048.0,27.833333333333,1.5001948358961734,Ideal,4254
2004-09-04,00:00:00,2.2,1196.5,-200,11.418655250761152,1029.25,-200.0,600.75,-200.0,1627.5,1361.5,25.97500038147,1.499882292402026,Ideal,4255
2004-09-04,01:00:00,1.2,1005.5,-200,6.719763165176905,844.5,-200.0,737.5,-200.0,1430.0,977.75,25.800000190735,1.4870026404719343,Ideal,4256
2004-09-04,02:00:00,0.9,987.25,-200,6.171846614801026,819.75,-200.0,771.75,-200.0,1400.25,934.5,25.400000095367,1.468402013092955,Ideal,4257
2004-09-04,03:00:00,0.8,958.25,-200,4.453477389405901,735.25,-200.0,815.5,-200.0,1408.5,906.0,25.175000190735,1.4640382791685376,Ideal,4258
2004-09-04,04:00:00,0.8,962.0,-200,4.682892421913301,747.25,-200.0,812.5,-200.0,1431.25,912.75,22.950000286102,1.456800102951051,Slightly Elevated,4259
2004-09-04,05:00:00,0.8,958.0,-200,4.615472500096256,743.75,-200.0,808.5,-200.0,1419.0,902.75,22.125,1.4337249402695968,Slightly Elevated,4260
2004-09-04,06:00:00,1.0,975.5,-200,5.338916979838759,780.25,-200.0,795.0,-200.0,1466.5,898.25,22.5,1.4422177480009974,Slightly Elevated,4261
2004-09-04,07:00:00,1.7,1087.75,-200,9.145099271304806,945.0,-200.0,636.0,-200.0,1613.0,1164.75,21.974999904633,1.4436350651717396,Slightly Elevated,4262
2004-09-04,08:00:00,1.9,1159.0,-200,11.039936039300839,1015.75,-200.0,594.5,-200.0,1681.0,1260.0,23.400000095367,1.463880761057119,Slightly Elevated,4263
2004-09-04,09:00:00,2.0,1156.25,-200,10.265129061124828,987.5,-200.0,614.75,-200.0,1634.25,1249.5,26.675000190735,1.4807985541378854,Ideal,4264
2004-09-04,10:00:00,2.2,1202.0,-200,11.172567986822713,1020.5,-200.0,649.25,-200.0,1644.0,1226.0,31.275000572205,1.4771049718667213,Ideal,4265
2004-09-04,11:00:00,2.3,1226.0,-200,12.890739433927623,1080.0,-200.0,622.0,-200.0,1697.0,1188.0,34.800000190735,1.4836646384008183,Dry,4266
2004-09-04,12:00:00,2.3,1181.0,-200,13.21980155138646,1091.0,-200.0,638.25,-200.0,1636.75,1071.5,38.324999809265,1.4263074238338058,Dry,4267
2004-09-04,13:00:00,1.8,1061.5,-200,9.764202059305013,968.75,-200.0,728.75,-200.0,1459.25,782.25,37.050000190735,1.3107030304634453,Dry,4268
2004-09-04,14:00:00,1.4,1012.5,-200,7.934977356048177,896.5,-200.0,797.75,-200.0,1350.5,593.75,37.325000762939,1.277094957845064,Dry,4269
2004-09-04,15:00:00,1.6,1028.75,-200,8.338444389674756,913.0,-200.0,787.25,-200.0,1373.0,606.5,38.27499961853,1.27359081466174,Dry,4270
2004-09-04,16:00:00,2.3,1143.5,-200,11.888908849711504,1045.75,-200.0,681.5,-200.0,1563.5,878.5,40.699999809265,1.2793498260117175,Dry,4271
2004-09-04,17:00:00,2.4,1158.5,-200,12.279664077200536,1059.25,-200.0,664.0,-200.0,1579.5,944.5,39.52499961853,1.3075502742504512,Dry,4272
2004-09-04,18:00:00,2.1,1113.25,-200,10.00999079628528,978.0,-200.0,704.75,-200.0,1537.5,945.75,36.60000038147,1.366434951730163,Dry,4273
2004-09-04,19:00:00,1.8,1099.5,-200,9.112994655087892,943.75,-200.0,730.25,-200.0,1524.0,881.5,32.825000286102,1.3841505059237993,Dry,4274
2004-09-04,20:00:00,1.7,1036.75,-200,7.766392552688361,889.5,-200.0,765.0,-200.0,1407.5,735.25,30.724999904633,1.333788305894125,Ideal,4275
2004-09-04,21:00:00,1.9,1054.5,-200,10.278633174525405,988.0,-200.0,719.5,-200.0,1489.75,874.0,30.10000038147,1.2052318962551405,Dry,4276
2004-09-04,22:00:00,1.6,979.5,-200,8.044167346520918,901.0,-200.0,811.5,-200.0,1368.5,731.25,29.724999904633,1.0440255901316426,Dry,4277
2004-09-04,23:00:00,2.6,1083.0,-200,13.30261909342071,1093.75,-200.0,706.0,-200.0,1536.5,925.75,29.550000190735,0.9888502870578975,Dry,4278
2004-09-05,00:00:00,5.8,1398.5,-200,30.315761337579293,1558.25,-200.0,473.25,-200.0,2051.75,1652.0,28.02499961853,1.0845966823378372,Dry,4279
2004-09-05,01:00:00,3.0,1193.75,-200,18.54638399620996,1255.25,-200.0,555.25,-200.0,1693.75,1452.25,27.150000095367,1.178771437394245,Ideal,4280
2004-09-05,02:00:00,1.5,970.25,-200,7.299092625761445,869.75,-200.0,791.5,-200.0,1376.25,942.5,27.474999427795,1.115527048199784,Ideal,4281
2004-09-05,03:00:00,0.9,898.25,-200,4.18285001004356,720.75,-200.0,911.5,-200.0,1263.5,594.0,27.125,1.1761721608760924,Ideal,4282
2004-09-05,04:00:00,1.1,929.25,-200,5.101134317941586,768.5,-200.0,878.5,-200.0,1335.25,607.0,26.400000572205,1.1918522518662193,Ideal,4283
2004-09-05,05:00:00,0.9,912.5,-200,4.425146462846976,733.75,-200.0,863.5,-200.0,1338.25,645.75,25.575000286102,1.213055881800318,Ideal,4284
2004-09-05,06:00:00,0.7,853.75,-200,2.2115838820803524,599.5,-200.0,1102.0,-200.0,1252.25,541.75,25.424999713898,1.2352115450361465,Ideal,4285
2004-09-05,07:00:00,0.6,881.0,-200,2.912492080376828,646.5,-200.0,963.75,-200.0,1250.0,549.75,25.525000572205,1.2296226573281253,Ideal,4286
2004-09-05,08:00:00,0.7,867.25,-200,2.473977118278611,617.75,-200.0,1041.5,-200.0,1230.75,487.75,27.049999713898,1.2089053811105726,Ideal,4287
2004-09-05,09:00:00,0.8,884.5,-200,2.7796748221150374,638.0,-200.0,1059.0,-200.0,1247.5,483.5,29.924999713898,1.2296204180937966,Dry,4288
2004-09-05,10:00:00,0.9,899.25,-200,3.0278593859425342,653.75,-200.0,1037.25,-200.0,1253.5,480.5,31.949998855591,1.2477080789260344,Dry,4289
2004-09-05,11:00:00,1.0,885.5,-200,2.6951462531387347,632.5,-200.0,1070.5,-200.0,1214.0,453.25,32.950000762939,1.1582816150060284,Dry,4290
2004-09-05,12:00:00,0.9,863.5,-200,2.9798895042342073,650.75,-200.0,1096.0,-200.0,1193.0,442.5,34.5,1.0369050676769538,Dry,4291
2004-09-05,13:00:00,0.7,821.75,-200,2.3682384058786643,610.5,-200.0,1191.25,-200.0,1137.75,403.0,33.224999427795,0.9532801526441281,Dry,4292
2004-09-05,14:00:00,0.6,810.0,-200,2.1731361617436282,596.75,-200.0,1255.0,-200.0,1105.5,360.5,32.225000858307,0.9699389977785654,Dry,4293
2004-09-05,15:00:00,0.6,784.25,-200,1.8890827441233966,575.75,-200.0,1327.25,-200.0,1059.75,342.25,32.625,0.8466559746587603,Dry,4294
2004-09-05,16:00:00,0.8,823.25,-200,2.706607310569878,633.25,-200.0,1228.25,-200.0,1103.25,365.5,33.049999237061,0.8683198521179386,Dry,4295
2004-09-05,17:00:00,0.9,862.5,-200,3.4232992506718727,677.75,-200.0,1153.0,-200.0,1139.0,433.75,32.949999809265,0.8622351485481696,Dry,4296
2004-09-05,18:00:00,1.1,879.5,-200,4.307931854750126,727.5,-200.0,1045.75,-200.0,1166.75,514.25,31.599999427795,0.8242896345810009,Dry,4297
2004-09-05,19:00:00,1.7,951.25,-200,7.038453654816475,858.5,-200.0,897.0,-200.0,1266.5,717.75,29.275000095367,0.8161519247672229,Dry,4298
2004-09-05,20:00:00,1.5,941.5,-200,5.462115192689236,786.25,-200.0,930.25,-200.0,1245.25,704.75,27.849999904633,0.9002489833468869,Dry,4299
2004-09-05,21:00:00,1.6,987.75,-200,7.049951745139518,859.0,-200.0,844.75,-200.0,1341.25,799.25,27.125,0.952434155065443,Dry,4300
2004-09-05,22:00:00,1.7,1008.25,-200,6.719763165176905,844.5,-200.0,831.75,-200.0,1349.25,855.5,26.325000286102,0.9958924040264603,Dry,4301
2004-09-05,23:00:00,1.3,964.75,-200,5.116173813476844,769.25,-200.0,878.25,-200.0,1315.0,667.25,25.875,1.0825699654538268,Ideal,4302
2004-09-06,00:00:00,1.3,957.0,-200,4.109470042754052,716.75,-200.0,910.75,-200.0,1322.0,578.5,25.349999904633,1.17636642594609,Ideal,4303
2004-09-06,01:00:00,1.0,920.5,-200,3.222993460672848,665.75,-200.0,953.5,-200.0,1288.25,480.25,24.825000286102,1.2378201597671616,Ideal,4304
2004-09-06,02:00:00,0.6,854.0,-200,1.7060697219224368,561.5,-200.0,1105.5,-200.0,1224.25,400.0,24.349999904633,1.290618895766896,Ideal,4305
2004-09-06,03:00:00,0.5,826.25,-200,1.0477964086026725,503.75,-200.0,1249.5,-200.0,1203.75,384.5,24.025000095367,1.3403674541949429,Ideal,4306
2004-09-06,04:00:00,-200.0,828.0,-200,1.0224145989759525,501.25,-200.0,1280.5,-200.0,1188.75,385.0,23.924999713898,1.3880883105123671,Ideal,4307
2004-09-06,05:00:00,0.4,892.0,-200,1.941878073061594,579.75,-200.0,1076.25,-200.0,1271.0,515.5,23.474999904633,1.3991379313955643,Ideal,4308
2004-09-06,06:00:00,0.7,954.25,-200,3.12477702038371,659.75,-200.0,938.25,-200.0,1342.25,727.5,23.674999713898,1.4195359812633985,Ideal,4309
2004-09-06,07:00:00,1.8,1119.5,-200,7.778383116128054,890.0,-200.0,727.75,-200.0,1546.25,1034.5,23.599999904633,1.4246982543440718,Ideal,4310
2004-09-06,08:00:00,1.9,1095.75,-200,8.53088910572999,920.75,-200.0,715.5,-200.0,1533.5,987.5,24.349999904633,1.3649910092369966,Ideal,4311
2004-09-06,09:00:00,1.7,1057.5,-200,7.977364527024395,898.25,-200.0,748.75,-200.0,1469.5,977.0,26.349999904633,1.2931756002307244,Ideal,4312
2004-09-06,10:00:00,1.3,977.0,-200,5.743678765887553,799.75,-200.0,842.5,-200.0,1371.75,778.0,27.625000476837,1.2463741009327347,Ideal,4313
2004-09-06,11:00:00,1.4,976.75,-200,6.613069048819442,839.75,-200.0,827.0,-200.0,1390.0,735.75,29.200000286102,1.1586411595154942,Dry,4314
2004-09-06,12:00:00,1.3,942.5,-200,5.262527331625359,776.5,-200.0,879.5,-200.0,1333.25,632.0,29.224999904633,1.1423323239848635,Dry,4315
2004-09-06,13:00:00,1.4,964.0,-200,6.036635420094221,813.5,-200.0,849.75,-200.0,1369.25,688.5,29.424999713898,1.1434000256956098,Dry,4316
2004-09-06,14:00:00,1.2,953.0,-200,5.35425120194834,781.0,-200.0,889.0,-200.0,1356.3333333333,641.0,29.799999872843,1.1558449186557176,Dry,4317
2004-09-06,15:00:00,1.3,967.0,-200,6.052793316140268,814.25,-200.0,853.5,-200.0,1384.5,703.25,30.075000286102,1.1217406637487675,Dry,4318
2004-09-06,16:00:00,1.5,995.75,-200,6.674750599214449,842.5,-200.0,839.75,-200.0,1393.5,765.0,30.075000286102,1.140611099767637,Dry,4319
2004-09-06,17:00:00,2.3,1090.5,-200,11.695554651706665,1039.0,-200.0,698.5,-200.0,1586.25,922.75,29.625,1.1228667471470217,Dry,4320
2004-09-06,18:00:00,2.6,1113.75,-200,13.50683251398055,1100.5,-200.0,662.5,-200.0,1631.75,1056.75,29.574999809265,1.12780516476605,Dry,4321
2004-09-06,19:00:00,2.9,1132.75,-200,13.50683251398055,1100.5,-200.0,646.75,-200.0,1669.0,1104.75,28.049999713898,1.1225596709732562,Ideal,4322
2004-09-06,20:00:00,1.8,1031.25,-200,8.52465200763202,920.5,-200.0,730.5,-200.0,1489.75,896.75,26.800000190735,1.1723176880785253,Ideal,4323
2004-09-06,21:00:00,1.3,952.25,-200,5.482764633691687,787.25,-200.0,856.0,-200.0,1341.75,722.75,25.650000572205,1.1600138997465435,Ideal,4324
2004-09-06,22:00:00,1.3,948.75,-200,5.822959543858955,803.5,-200.0,835.0,-200.0,1365.25,740.0,25.424999713898,1.1255395134023216,Ideal,4325
2004-09-06,23:00:00,1.2,932.0,-200,4.765319158079068,751.5,-200.0,888.5,-200.0,1309.5,686.75,24.950000286102,1.1613769984231608,Ideal,4326
2004-09-07,00:00:00,1.2,966.0,-200,5.206806806608315,773.75,-200.0,859.25,-200.0,1352.25,644.0,24.625000476837,1.2362358012017707,Ideal,4327
2004-09-07,01:00:00,0.8,888.0,-200,3.0158363034358335,653.0,-200.0,972.5,-200.0,1271.75,497.25,24.22500038147,1.3056858312349902,Ideal,4328
2004-09-07,02:00:00,0.6,846.75,-200,2.7142595317843483,633.75,-200.0,1012.0,-200.0,1258.25,524.75,24.0,1.2876076797799227,Ideal,4329
2004-09-07,03:00:00,0.6,856.25,-200,3.5812024590957425,687.0,-200.0,955.25,-200.0,1260.25,725.75,21.900000095367,1.2522085674818315,Ideal,4330
2004-09-07,04:00:00,0.6,881.0,-200,4.444025183031574,734.75,-200.0,876.25,-200.0,1308.25,782.75,22.35000038147,1.2592800468844416,Ideal,4331
2004-09-07,05:00:00,0.7,882.0,-200,4.00495801135597,711.0,-200.0,936.25,-200.0,1310.0,740.75,22.949999809265,1.2861028976551059,Ideal,4332
2004-09-07,06:00:00,1.3,1015.75,-200,7.718509188108721,887.5,169.0,775.5,64.0,1485.0,1039.75,23.125,1.3122166698281381,Ideal,4333
2004-09-07,07:00:00,2.5,1227.75,-200,13.880823989502026,1112.75,231.0,627.75,72.0,1718.5,1324.0,23.724999904633,1.3376363219505298,Ideal,4334
2004-09-07,08:00:00,3.4,1310.75,-200,21.952680637394874,1349.75,232.0,528.75,73.0,1957.25,1486.0,25.77499961853,1.3687798300420173,Ideal,4335
2004-09-07,09:00:00,2.1,1081.0,-200,10.150649865204098,983.25,145.0,702.5,64.0,1545.75,1079.25,27.300000190735,1.3668928335363941,Ideal,4336
2004-09-07,10:00:00,2.2,1103.5,-200,10.414090310619091,993.0,170.0,704.5,74.0,1539.25,1081.0,30.999999523163,1.2884887015757902,Dry,4337
2004-09-07,11:00:00,1.7,990.75,-200,7.959186808148644,897.5,214.0,787.25,89.0,1411.75,805.75,31.599999904633,1.1638375836606563,Dry,4338
2004-09-07,12:00:00,2.1,1007.5,-200,10.0567841665389,979.75,-200.0,754.5,-200.0,1465.25,824.5,32.474998950958,1.0173085674521913,Dry,4339
2004-09-07,13:00:00,2.2,985.5,-200,10.735385264170212,1004.75,-200.0,752.25,-200.0,1439.25,906.75,31.699999809265,0.9427861886106805,Dry,4340
2004-09-07,14:00:00,1.4,948.25,-200,7.8504920260883315,893.0,-200.0,827.5,-200.0,1374.0,767.5,31.52499961853,0.9767642330271202,Dry,4341
2004-09-07,15:00:00,1.4,919.0,-200,7.124884256284368,862.25,-200.0,850.5,-200.0,1292.75,696.75,31.64999961853,0.9561768423285979,Dry,4342
2004-09-07,16:00:00,1.6,958.25,-200,9.010583552600266,939.75,-200.0,819.75,-200.0,1379.5,728.0,32.35000038147,0.9278884296528436,Dry,4343
2004-09-07,17:00:00,2.3,1037.25,-200,11.172567986822713,1020.5,-200.0,747.0,-200.0,1450.5,786.25,31.700000286102,0.9335883085013681,Dry,4344
2004-09-07,18:00:00,3.3,1119.75,-200,16.04357861573814,1181.0,-200.0,652.75,-200.0,1604.0,1028.0,31.125000476837,0.9337366159695074,Dry,4345
2004-09-07,19:00:00,4.1,1205.0,-200,19.913525522719976,1294.0,-200.0,578.5,-200.0,1744.25,1317.0,28.875,0.993327028088949,Dry,4346
2004-09-07,20:00:00,3.3,1171.75,-200,15.331870056817301,1159.0,-200.0,597.0,-200.0,1652.5,1289.75,27.449999809265,1.1112040438700386,Ideal,4347
2004-09-07,21:00:00,2.2,1088.25,-200,11.123625027988625,1018.75,-200.0,667.75,-200.0,1554.25,1164.5,26.25,1.145298303563418,Ideal,4348
2004-09-07,22:00:00,-200.0,1055.0,-200,10.023350836379478,978.5,-200.0,694.0,-200.0,1517.0,1085.5,25.449999809265,1.1288015385737742,Ideal,4349
2004-09-07,23:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4350
2004-09-08,00:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4351
2004-09-08,01:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4352
2004-09-08,02:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4353
2004-09-08,03:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4354
2004-09-08,04:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4355
2004-09-08,05:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4356
2004-09-08,06:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4357
2004-09-08,07:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4358
2004-09-08,08:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4359
2004-09-08,09:00:00,-200.0,1297.0,-200,34.5355227913563,1654.0,-200.0,848.0,-200.0,1366.0,1611.0,22.700000762939,0.8986586602403116,Ideal,4360
2004-09-08,10:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4361
2004-09-08,11:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4362
2004-09-08,12:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4363
2004-09-08,13:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4364
2004-09-08,14:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4365
2004-09-08,15:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4366
2004-09-08,16:00:00,-200.0,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4367
2004-09-08,17:00:00,3.4,-200.0,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Dry,4368
2004-09-08,18:00:00,4.0,1324.75,-200,18.912737841110847,1265.75,477.0,925.5,188.0,1440.5,1543.0,32.39999961853,0.9484422756554806,Dry,4369
2004-09-08,19:00:00,4.7,1383.25,-200,24.085686812641722,1405.75,502.0,823.75,176.0,1582.0,1677.75,29.875,0.9234691979317854,Dry,4370
2004-09-08,20:00:00,3.8,1253.75,-200,18.054084903589523,1241.0,420.0,872.75,163.0,1462.75,1431.25,28.224999427795,0.93602983160511,Dry,4371
2004-09-08,21:00:00,2.8,1220.75,-200,15.807517982053575,1173.75,344.0,874.25,155.0,1481.25,1413.25,26.75,1.0019150433863884,Dry,4372
2004-09-08,22:00:00,2.6,1225.75,-200,14.649682363278062,1137.5,307.0,861.75,146.0,1481.0,1418.75,25.10000038147,1.0130754326813078,Ideal,4373
2004-09-08,23:00:00,2.0,1099.75,-200,10.570799727369263,998.75,251.0,983.75,131.0,1360.5,1145.25,25.375,0.9721726096785893,Ideal,4374
2004-09-09,00:00:00,1.4,999.0,-200,7.516415424125155,879.0,180.0,1113.5,119.0,1260.5,960.25,24.85000038147,0.8775061581605952,Dry,4375
2004-09-09,01:00:00,1.2,980.25,-200,7.369277782824489,872.75,141.0,1087.5,98.0,1258.25,949.25,23.200000286102,0.8558284474739248,Ideal,4376
2004-09-09,02:00:00,0.6,858.75,-200,3.77291593711671,698.0,105.0,1253.75,89.0,1156.75,819.25,22.325000286102,0.8959472040770305,Ideal,4377
2004-09-09,03:00:00,0.3,814.0,-200,2.3000316105315717,605.75,-200.0,1369.75,-200.0,1130.5,744.5,23.049999713898,0.9184013114828415,Ideal,4378
2004-09-09,04:00:00,0.2,806.0,-200,2.2929014229629385,605.25,74.0,1366.25,68.0,1131.5,725.0,21.375,0.8982004633820142,Ideal,4379
2004-09-09,05:00:00,0.4,813.25,-200,2.664684868102575,630.5,91.0,1327.0,65.0,1108.25,710.0,21.650000572205,0.8544680017733847,Ideal,4380
2004-09-09,06:00:00,0.6,889.0,-200,4.936947752144086,760.25,143.0,1223.5,81.0,1212.5,806.0,20.27499961853,0.8342469276097582,Ideal,4381
2004-09-09,07:00:00,3.0,1199.75,-200,18.234801227497126,1246.25,553.0,797.5,136.0,1574.25,1415.5,19.674999713898,0.8501148800633332,Ideal,4382
2004-09-09,08:00:00,3.2,1288.5,-200,21.386474809325527,1334.5,542.0,723.75,130.0,1680.75,1521.25,20.974999904633,0.8736152842179132,Ideal,4383
2004-09-09,09:00:00,3.5,1355.0,-200,21.331123414716235,1333.0,590.0,740.75,157.0,1690.75,1604.5,25.0,0.9024958324357697,Dry,4384
2004-09-09,10:00:00,3.1,1277.25,-200,19.85089135668633,1292.25,590.0,799.75,171.0,1625.75,1480.75,31.049999713898,0.9707750762062394,Dry,4385
2004-09-09,11:00:00,2.2,1155.75,-200,14.783483035362297,1141.75,387.0,906.75,143.0,1490.0,1187.5,34.925000190735,1.0189256018827375,Dry,4386
2004-09-09,12:00:00,1.7,1053.75,-200,12.624141307148411,1071.0,252.0,1005.5,116.0,1379.75,940.25,37.074999809265,0.9297465890277175,Dry,4387
2004-09-09,13:00:00,2.0,1095.75,-200,12.972673346205386,1082.75,310.0,970.75,129.0,1429.75,985.5,34.950000762939,0.954151888383178,Dry,4388
2004-09-09,14:00:00,2.5,1159.75,-200,16.182651999829726,1185.25,396.0,872.75,168.0,1521.75,1161.5,35.050000190735,0.9733077382914166,Dry,4389
2004-09-09,15:00:00,2.4,1147.5,-200,15.020865759657433,1149.25,329.0,924.0,152.0,1473.0,1046.5,35.425000190735,0.9384668487003028,Dry,4390
2004-09-09,16:00:00,2.9,1166.0,-200,16.215449497341705,1186.25,393.0,877.5,175.0,1500.25,1179.5,38.425000190735,0.9221248168202179,Dry,4391
2004-09-09,17:00:00,4.2,1314.75,-200,22.723724962770515,1370.25,522.0,794.0,212.0,1688.5,1398.5,37.625,0.9276824083985059,Dry,4392
2004-09-09,18:00:00,5.4,1424.75,-200,32.346781894398696,1605.0,631.0,659.5,220.0,1919.75,2321.0,35.175000190735,0.9242106024713735,Dry,4393
2004-09-09,19:00:00,4.3,1329.25,-200,22.317981765359505,1359.5,435.0,704.25,175.0,1767.5,1894.25,31.150000572205,1.1378995368732723,Dry,4394
2004-09-09,20:00:00,3.6,1298.75,-200,16.578088287183164,1197.25,407.0,762.5,165.0,1687.5,1605.5,29.25,1.2289716221049776,Ideal,4395
2004-09-09,21:00:00,2.0,1122.5,-200,11.026014077218859,1015.25,255.0,845.25,136.0,1469.5,1297.0,28.275000095367,1.139154841928324,Ideal,4396
2004-09-09,22:00:00,1.5,1088.5,-200,11.2777540500341,1024.25,180.0,831.25,111.0,1451.75,1182.25,27.424999713898,1.1329883316878546,Ideal,4397
2004-09-09,23:00:00,1.5,1081.0,-200,9.267535472195304,949.75,186.0,876.25,114.0,1433.75,1138.0,26.150000095367,1.1929053148673119,Ideal,4398
2004-09-10,00:00:00,1.2,1030.75,-200,7.33414941150519,871.25,147.0,949.75,96.0,1392.75,971.75,25.224999904633,1.2049122318384506,Ideal,4399
2004-09-10,01:00:00,1.0,969.0,-200,5.477599159348292,787.0,101.0,1035.0,75.0,1350.0,798.66666666667,24.400000254313,1.1784191410344809,Ideal,4400
2004-09-10,02:00:00,0.5,880.75,-200,3.4656763020974166,680.25,69.0,1174.5,58.0,1250.75,630.25,23.699999809265,1.1289381567444008,Ideal,4401
2004-09-10,03:00:00,0.5,868.75,-200,2.775808488627036,637.75,-200.0,1219.0,-200.0,1213.0,586.25,24.224999904633,1.1490929791951607,Ideal,4402
2004-09-10,04:00:00,0.4,866.0,-200,2.87315397168927,644.0,49.0,1162.0,41.0,1218.0,629.0,24.5,1.168752209352062,Ideal,4403
2004-09-10,05:00:00,0.5,894.5,-200,3.6070940024273646,688.5,91.0,1134.25,55.0,1249.5,708.5,22.375000476837,1.1623637076135223,Ideal,4404
2004-09-10,06:00:00,0.7,932.75,-200,5.4569580235554955,786.0,144.0,1017.5,73.0,1306.25,858.25,22.300000190735,1.163114033803695,Ideal,4405
2004-09-10,07:00:00,2.4,1208.5,-200,15.452209964915284,1162.75,430.0,761.5,108.0,1605.75,1299.75,21.374999523163,1.1515067814540245,Ideal,4406
2004-09-10,08:00:00,4.1,1416.75,-200,28.299541031454783,1510.5,606.0,587.0,147.0,1975.0,1676.25,22.89999961853,1.1382523668733175,Ideal,4407
2004-09-10,09:00:00,3.0,1227.0,-200,17.77165406258,1232.75,519.0,738.75,150.0,1594.0,1384.25,26.599999904633,1.037772806831193,Ideal,4408
2004-09-10,10:00:00,2.0,1092.5,-200,12.77195815541459,1076.0,353.0,870.5,131.0,1457.0,1124.75,30.299999713898,0.9769518206312134,Dry,4409
2004-09-10,11:00:00,2.5,1134.5,-200,15.669831720124469,1169.5,429.0,867.0,144.0,1522.5,1188.75,32.775001049042,0.9234396450046651,Dry,4410
2004-09-10,12:00:00,2.4,1112.25,-200,15.396001425208011,1161.0,345.0,865.75,151.0,1499.0,1088.25,34.325000762939,0.9416403759700759,Dry,4411
